layer,log_stock,MBC,log_MBC
0-20,0.581881421,0.101070089,-0.995377352
20-40,-0.122628654,0.099021371,-1.004271066
0-20,0.487166667,0.04801225,-1.318647937
20-40,0.536911794,0.056200386,-1.2502607
0-20,0.29666519,0.035602247,-1.448522596
0-20,0.402295781,0.049568606,-1.304793299
20-40,-0.040005162,0.055590959,-1.25499583
20-40,0.089905111,0.056980733,-1.244271965
0-20,0.942087429,0.113269145,-0.945888377
20-40,0.76599617,0.113269145,-0.945888377
0-20,1.080337823,0.087417344,-1.058402394
20-40,0.675411694,0.087417344,-1.058402394
0-20,0.590596653,0.062448767,-1.204476132
0-20,0.250858955,0.062448767,-1.204476132
20-40,0.265336778,0.062448767,-1.204476132
0-20,0.122150319,0.055754758,-1.253718061
0-20,0.009110806,0.055754758,-1.253718061
20-40,0.009110806,0.055754758,-1.253718061
0-20,0.985085045,0.071651191,-1.144776586
0-20,0.807210233,0.071651191,-1.144776586
20-40,0.525407681,0.071651191,-1.144776586
0-20,0.305695229,0.091762288,-1.037335765
0-20,0.203685471,0.075207089,-1.123741222
20-40,0.015359755,0.075207089,-1.123741222
0-20,0.651471852,0.059074921,-1.228596848
20-40,0.583652109,0.059074921,-1.228596848
20-40,0.404491618,0.059074921,-1.228596848
0-20,0.543173718,0.095093848,-1.021847578
20-40,0.531989551,0.095093848,-1.021847578
20-40,0.430333103,0.095093848,-1.021847578
0-20,-0.072219151,0.051134165,-1.291288829
0-20,0.009450896,0.051134165,-1.291288829
20-40,0.078166708,0.051134165,-1.291288829
0-20,1.051708064,0.0836638,-1.077462413
0-20,0.79436255,0.0836638,-1.077462413
0-20,0.519539243,0.0836638,-1.077462413
0-20,0.872692252,0.068992864,-1.161195827
0-20,0.78521594,0.066858799,-1.174841431
0-20,1.545559454,0.086592208,-1.062521184
20-40,1.501689012,0.086592208,-1.062521184
0-20,0.752632239,0.061089297,-1.214034875
20-40,-0.286677495,0.061089297,-1.214034875
0-20,0.89124746,0.086889324,-1.061033582
0-20,0.705521613,0.076218302,-1.117940729
20-40,0.495821753,0.076218302,-1.117940729
0-20,0.886547123,0.06020219,-1.220387707
20-40,0.475642138,0.06020219,-1.220387707
0-20,0.942087429,0.113269145,-0.945888377
20-40,0.76599617,0.113269145,-0.945888377
0-20,0.807940721,0.083169658,-1.080035085
20-40,0.724603515,0.102971957,-0.987281032
0-20,0.746073457,0.056477738,-1.248122707
20-40,0.744996674,0.05700068,-1.244119965
0-20,-0.2644011,0.037839041,-1.422059885
0-20,0.282758021,0.063739896,-1.19558865
20-40,-0.10259286,0.063739896,-1.19558865
0-20,1.038985563,0.104468324,-0.981015372
20-40,0.721249873,0.104468324,-0.981015372
0-20,0.282214133,0.086832245,-1.06131897
20-40,0.217273326,0.086832245,-1.06131897
20-40,0.195733648,0.086832245,-1.06131897
0-20,0.719264977,0.098597602,-1.006133648
0-20,0.604830619,0.098597602,-1.006133648
0-20,0.868926433,0.080862937,-1.092250491
0-20,0.706820158,0.076264994,-1.117674757
20-40,0.234719705,0.076264994,-1.117674757
0-20,0.415407395,0.110978003,-0.954763093
0-20,0.342856728,0.110978003,-0.954763093
20-40,0.109578517,0.110978003,-0.954763093
0-20,1.051075308,0.068786256,-1.162498325
20-40,0.002770628,0.068786256,-1.162498325
0-20,0.816585947,0.061461666,-1.211395675
20-40,0.158844774,0.061461666,-1.211395675
0-20,0.321059629,0.062218095,-1.206083291
20-40,0.226960594,0.062218095,-1.206083291
0-20,1.273380969,0.067734864,-1.169187738
0-20,1.396603803,0.081380461,-1.089479853
20-40,0.959842428,0.081380461,-1.089479853
0-20,0.711840959,0.068027607,-1.167314803
20-40,0.48832505,0.068027607,-1.167314803
0-20,0.865743392,0.074998408,-1.124947953
20-40,0.5357497,0.074998408,-1.124947953
0-20,0.282758021,0.063739896,-1.19558865
20-40,-0.10259286,0.063739896,-1.19558865
0-20,0.244128619,0.058315224,-1.234218052
20-40,-0.10259286,0.063739896,-1.19558865
0-20,0.728077694,0.089811708,-1.046667044
0-20,0.684953025,0.089811708,-1.046667044
20-40,0.631707513,0.089811708,-1.046667044
0-20,0.379124146,0.040539998,-1.392116282
0-20,0.980494233,0.06988501,-1.155615968
0-20,0.723537731,0.111866316,-0.951300665
0-20,0.578937041,0.087432584,-1.058326684
20-40,-0.141222263,0.087432584,-1.058326684
0-20,1.290835647,0.07185844,-1.143522216
20-40,0.680806726,0.07185844,-1.143522216
0-20,1.286869459,0.067761801,-1.16901506
0-20,0.747753515,0.067761801,-1.16901506
0-20,0.651471852,0.074682274,-1.126782469
0-20,0.630020851,0.074682274,-1.126782469
20-40,0.395151592,0.074682274,-1.126782469
0-20,1.045401223,0.063668139,-1.196077841
20-40,0.925208921,0.063668139,-1.196077841
0-20,0.728077694,0.089811708,-1.046667044
0-20,0.684953025,0.089811708,-1.046667044
20-40,0.631707513,0.089811708,-1.046667044
0-20,0.728077694,0.089811708,-1.046667044
0-20,0.651006495,0.083058948,-1.080613573
20-40,0.631707513,0.089811708,-1.046667044
0-20,0.455636535,0.110699196,-0.955855534
20-40,-0.287350298,0.110699196,-0.955855534
0-20,1.488031509,0.065390703,-1.184483991
20-40,0.057818194,0.065390703,-1.184483991
0-20,0.198437135,0.05948536,-1.225589903
0-20,0.063032965,0.05948536,-1.225589903
0-20,0.38474756,0.057374311,-1.241282521
0-20,0.22110112,0.057374311,-1.241282521
0-20,0.083717564,0.057374311,-1.241282521
0-20,0.313698562,0.10956423,-0.960331209
20-40,0.272862308,0.10956423,-0.960331209
0-20,0.611170797,0.101813639,-0.99219404
0-20,0.598396509,0.101813639,-0.99219404
0-20,0.517723595,0.072639287,-1.138828427
20-40,0.432712805,0.072639287,-1.138828427
20-40,0.514494625,0.072639287,-1.138828427
0-20,0.538824989,0.088967957,-1.050766383
20-40,0.106122874,0.088967957,-1.050766383
0-20,1.504715467,0.070505722,-1.151775635
0-20,0.789355046,0.070505722,-1.151775635
0-20,0.831537083,0.086549766,-1.062734104
20-40,0.366086632,0.086549766,-1.062734104
0-20,0.728970286,0.073812633,-1.131869301
20-40,0.395570997,0.073812633,-1.131869301
0-20,0.870965433,0.083118874,-1.080300349
0-20,0.813714392,0.083118874,-1.080300349
20-40,0.449015316,0.083118874,-1.080300349
0-20,1.201265997,0.075947974,-1.119483806
0-20,0.894537585,0.075947974,-1.119483806
20-40,0.284205068,0.075947974,-1.119483806
0-20,0.484442208,0.075942361,-1.119515902
0-20,0.444200989,0.075942361,-1.119515902
0-20,0.455636535,0.110699196,-0.955855534
20-40,-0.287350298,0.110699196,-0.955855534
0-20,1.488031509,0.065390703,-1.184483991
20-40,0.057818194,0.065390703,-1.184483991
0-20,0.455636535,0.110699196,-0.955855534
20-40,-0.287350298,0.110699196,-0.955855534
0-20,1.488031509,0.065390703,-1.184483991
20-40,0.079615324,0.068756401,-1.162686862
